ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,4/565,23/10364,0.03387702080257113,0.09927882832192284,0.06537245245479761,ICAM1/HMOX1/SFRP2/SERPINE1,4
GO:1903020,positive regulation of glycoprotein metabolic process,4/565,23/10364,0.03387702080257113,0.09927882832192284,0.06537245245479761,IGF1/RAMP1/IL33/CCL21,4
GO:0051961,negative regulation of nervous system development,9/565,82/10364,0.03390182894164049,0.09928046329547652,0.06537352904114246,THY1/NTN1/SEMA6B/LDLR/ID1/SEMA3G/SPP1/SEMA3C/PTN,9
GO:1902905,positive regulation of supramolecular fiber organization,15/565,164/10364,0.03404537715683227,0.09962957403864997,0.06560340912580223,LMOD1/CX3CL1/ICAM1/APOE/ID1/SYNPO2/MAP1B/EDN1/HSPA1A/HSPA1B/CCN2/CLU/SFRP1/CCL21/TENM1,15
GO:0031663,lipopolysaccharide-mediated signaling pathway,6/565,45/10364,0.0341425816137442,0.09984266366190625,0.06574372294195406,CX3CL1/CCL2/CCL5/LTF/CD14/CD36,6
GO:0061077,chaperone-mediated protein folding,7/565,57/10364,0.03432734183222503,0.10031130439766543,0.06605231032895924,HSPA6/HSPB6/HSPA1A/HSPA1B/FKBP5/HSPB1/CLU,7
GO:0032365,intracellular lipid transport,5/565,34/10364,0.035543712779140264,0.10349641544651511,0.06814962074371357,FABP3/SYT7/CES1/LDLR/ABCA1,5
GO:0033344,cholesterol efflux,5/565,34/10364,0.035543712779140264,0.10349641544651511,0.06814962074371357,CES1/ABCA8/APOE/APOC1/ABCA1,5
GO:0060324,face development,5/565,34/10364,0.035543712779140264,0.10349641544651511,0.06814962074371357,ALDH1A3/MMP2/CRISPLD2/COL1A1/CLDN5,5
GO:0060350,endochondral bone morphogenesis,5/565,34/10364,0.035543712779140264,0.10349641544651511,0.06814962074371357,ALPL/TMEM119/COL1A1/SOX9/FGFR3,5
GO:1903426,regulation of reactive oxygen species biosynthetic process,5/565,34/10364,0.035543712779140264,0.10349641544651511,0.06814962074371357,MTCO2P12/ALOX5/H19/CD36/LCN2,5
GO:0009743,response to carbohydrate,15/565,165/10364,0.03565326510137448,0.10374162567521474,0.06831108511923095,PTGS2/ADRA2A/CLEC7A/THBS1/NQO1/ICAM1/COL6A2/MAP1B/EGR1/HLA-DRB1/CCN2/GPER1/MLXIPL/NAMPT/LPL,15
GO:0033135,regulation of peptidyl-serine phosphorylation,10/565,96/10364,0.035901304721691125,0.1043891630188945,0.06873747113655126,PTGS2/DDIT4/LIF/SFRP2/VEGFA/RAMP3/MLXIPL/ANGPT1/NTRK2/TENM1,10
GO:0051701,biological process involved in interaction with host,14/565,151/10364,0.03597728546040693,0.10453584575933711,0.06883405779694607,MRC1/IFIT1/IFITM2/IFITM1/IFITM3/ANPEP/ITGB3/ICAM1/LDLR/SIGLEC1/CXCL8/HSPA1A/HSPA1B/HLA-DRB1,14
GO:0001505,regulation of neurotransmitter levels,11/565,110/10364,0.03711192885764169,0.10709069860601685,0.07051636004679741,ATP1A2/SNCG/ADRA2A/SYT7/NR4A1/P2RX1/ITGB3/SLC1A3/GPER1/ADCY1/MOXD1,11
GO:0003300,cardiac muscle hypertrophy,7/565,58/10364,0.03728107666696482,0.10709069860601685,0.07051636004679741,RGS2/AGT/IGF1/KLF15/EDN1/PI16/NR4A3,7
GO:0032922,circadian regulation of gene expression,7/565,58/10364,0.03728107666696482,0.10709069860601685,0.07051636004679741,ID3/NGFR/ID1/BHLHE40/EGR1/NAMPT/RORC,7
GO:0010566,regulation of ketone biosynthetic process,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,AKR1C3/ADM/EGR1,3
GO:0010667,negative regulation of cardiac muscle cell apoptotic process,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,MDK/HSPB6/SFRP2,3
GO:0032309,icosanoid secretion,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,PLA2G2A/ACE/EDN1,3
GO:0032691,negative regulation of interleukin-1 beta production,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,IGF1/CX3CL1/ACP5,3
GO:0043931,ossification involved in bone maturation,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,ZBTB16/IGF1/LTF,3
GO:0045987,positive regulation of smooth muscle contraction,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,PTGS2/EDN1/GPER1,3
GO:0046597,negative regulation of viral entry into host cell,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,IFITM2/IFITM1/IFITM3,3
GO:0048143,astrocyte activation,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,C1QA/LDLR/C5AR1,3
GO:0048569,post-embryonic animal organ development,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,FBN1/VEGFA/KLF4,3
GO:0060445,branching involved in salivary gland morphogenesis,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,FGF7/TGM2/SEMA3C,3
GO:0060706,cell differentiation involved in embryonic placenta development,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,KRT19/SOCS3/LIF,3
GO:0060713,labyrinthine layer morphogenesis,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,CCN1/ADM/SOCS3,3
GO:0061298,retina vasculature development in camera-type eye,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,COL4A1/CYP1B1/PDGFRB,3
GO:0072111,cell proliferation involved in kidney development,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,EGR1/PDGFRB/GPC3,3
GO:0090136,epithelial cell-cell adhesion,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,CYP1B1/THBS4/CCN3,3
GO:1901201,regulation of extracellular matrix assembly,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,AGT/SOX9/EMILIN1,3
GO:1901550,regulation of endothelial cell development,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,CLDN5/VEGFA/S1PR3,3
GO:1903140,regulation of establishment of endothelial barrier,3/565,14/10364,0.03740588642076309,0.10709069860601685,0.07051636004679741,CLDN5/VEGFA/S1PR3,3
GO:0042475,odontogenesis of dentin-containing tooth,6/565,46/10364,0.03752740824308463,0.10713891865215375,0.07054811165715315,CSF3R/ADM/NGFR/SERPINE1/CA2/TNC,6
GO:0046470,phosphatidylcholine metabolic process,6/565,46/10364,0.03752740824308463,0.10713891865215375,0.07054811165715315,PLA2G2A/FABP3/MFSD2A/LDLR/APOC1/ENPP2,6
GO:0050435,amyloid-beta metabolic process,6/565,46/10364,0.03752740824308463,0.10713891865215375,0.07054811165715315,IGF1/ACE/APOE/MME/CLU/NTRK2,6
GO:0072080,nephron tubule development,6/565,46/10364,0.03752740824308463,0.10713891865215375,0.07054811165715315,AGT/SOX9/LIF/VEGFA/GPC3/CD24,6
GO:0030258,lipid modification,14/565,152/10364,0.03773531155028047,0.10765739755181063,0.07088951614177023,FABP3/MFSD2A/AGT/ALOX5/DGAT2/SOX9/PLIN5/APOE/APOC1/APOD/PDK4/NR4A3/ABO/PLPP2,14
GO:0048259,regulation of receptor-mediated endocytosis,8/565,71/10364,0.03859265011210079,0.1099501110361452,0.07239920663450179,ITGB3/C3/APOC1/VEGFA/SERPINE1/CLU/ANGPT1/CCL21,8
GO:1904659,glucose transmembrane transport,8/565,71/10364,0.03859265011210079,0.1099501110361452,0.07239920663450179,SLC2A3/IGF1/C3/HK2/KLF15/EDN1/NR4A3/GPC3,8
GO:0060402,calcium ion transport into cytosol,9/565,84/10364,0.03874695179673354,0.11007077506138623,0.0724786606670121,ATP1A2/APLNR/THY1/CX3CL1/P2RX1/PLN/GPER1/RAMP3/CCL21,9
GO:0071482,cellular response to light stimulus,9/565,84/10364,0.03874695179673354,0.11007077506138623,0.0724786606670121,PTGS2/CRIP1/MMP2/MFAP4/MME/CDKN1A/AQP1/PTN/TIMP1,9
GO:0002792,negative regulation of peptide secretion,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,ADRA2A/INHBB/SFRP1/CCN3,4
GO:0010662,regulation of striated muscle cell apoptotic process,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,AGT/MDK/HSPB6/SFRP2,4
GO:0014912,negative regulation of smooth muscle cell migration,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,IGFBP5/SLIT2/IGFBP3/SERPINE1,4
GO:0019674,"NAD metabolic process",4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,NQO1/HK2/CD38/HK3,4
GO:0043616,keratinocyte proliferation,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,MDK/FGF7/ZFP36/EPPK1,4
GO:0051155,positive regulation of striated muscle cell differentiation,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,IGF1/CYP26B1/HOPX/EDN1,4
GO:0090181,regulation of cholesterol metabolic process,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,DGAT2/CES1/LDLR/APOE,4
GO:1901889,negative regulation of cell junction assembly,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,THBS1/ACE/FAM107A/APOD,4
GO:1904894,positive regulation of receptor signaling pathway via STAT,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,AGT/CCL5/CYP1B1/IL7R,4
GO:2000179,positive regulation of neural precursor cell proliferation,4/565,24/10364,0.03895763387004119,0.11007077506138623,0.0724786606670121,NES/MDK/CX3CL1/VEGFA,4
GO:0021537,telencephalon development,14/565,153/10364,0.039554029611024936,0.11118752873250534,0.07321401308306023,MFSD2A/ATP1A2/CXCL12/MDK/ALDH1A3/SEMA6B/COL3A1/SLIT2/ANXA3/MDGA1/AQP1/RELN/PLXNA4/NTRK2,14
GO:0001707,mesoderm formation,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,ITGA8/ITGB3/ITGB4/SFRP2/KLF4,5
GO:0002704,negative regulation of leukocyte mediated immunity,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,FCGR2B/HMOX1/BCL6/IL7R/HLA-G,5
GO:0010676,positive regulation of cellular carbohydrate metabolic process,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,IGF2/DGAT2/NNMT/IGF1/GPER1,5
GO:0030225,macrophage differentiation,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,C1QC/LIF/CSF1R/HLA-DRB1/VEGFA,5
GO:0031638,zymogen activation,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,THBS1/SERPINE2/CLEC3B/SERPINE1/PLAT,5
GO:0031641,regulation of myelination,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,EGR2/ITGAX/S100B/TYMP/PTN,5
GO:0042472,inner ear morphogenesis,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,PRRX1/ALDH1A3/NTN1/SOX9/FRZB,5
GO:0046503,glycerolipid catabolic process,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,PLIN5/LDLR/APOC1/LPL/ENPP2,5
GO:0050994,regulation of lipid catabolic process,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,MFSD2A/ADRA2A/PLIN5/LDLR/APOC1,5
GO:0052372,modulation by symbiont of entry into host,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,IFITM2/IFITM1/IFITM3/CXCL8/HLA-DRB1,5
GO:0072088,nephron epithelium morphogenesis,5/565,35/10364,0.039678793228673744,0.11118752873250534,0.07321401308306023,AGT/SOX9/LIF/VEGFA/GPC3,5
GO:0034599,cellular response to oxidative stress,19/565,226/10364,0.039868068510075454,0.1116414996444931,0.07351294078357207,JUN/AKR1C3/ALOX5/H19/FOS/MMP2/NQO1/KLF2/CYP1B1/NR4A2/HMOX1/HSPA1A/HSPA1B/AQP1/HSPB1/CD36/NR4A3/KLF4/LCN2,19
GO:0008202,steroid metabolic process,16/565,182/10364,0.03999910590107776,0.1118554231960467,0.07365380371919769,AGT/AKR1C2/AKR1C3/ADM/DGAT2/CACNA1H/CES1/LDLR/APOE/APOC1/CYP1B1/CYP26B1/SPP1/EGR1/ABCA1/RORC,16
GO:0051047,positive regulation of secretion,16/565,182/10364,0.03999910590107776,0.1118554231960467,0.07365380371919769,S100A8/AGT/CXCL12/SYT7/IGF1/CACNA1H/C1QTNF1/INHBB/CD38/SPP1/EDN1/HLA-DRB1/GPER1/AQP1/KCNN4/RAB27B,16
GO:0002720,positive regulation of cytokine production involved in immune response,6/565,47/10364,0.04111927484013659,0.11467459890702943,0.07551015550379306,CLEC7A/SLC7A5/SPON2/HLA-G/CD36/NR4A3,6
GO:0043536,positive regulation of blood vessel endothelial cell migration,6/565,47/10364,0.04111927484013659,0.11467459890702943,0.07551015550379306,PTGS2/THBS1/HMOX1/VEGFA/HSPB1/ANGPT1,6
GO:0051781,positive regulation of cell division,6/565,47/10364,0.04111927484013659,0.11467459890702943,0.07551015550379306,IGF2/MDK/FGF7/THBS4/VEGFA/PTN,6
GO:0060395,SMAD protein signal transduction,6/565,47/10364,0.04111927484013659,0.11467459890702943,0.07551015550379306,JUN/FOS/GDF15/ATOH8/INHBB/CCN3,6
GO:0034440,lipid oxidation,9/565,85/10364,0.041337634510815624,0.11520508896343033,0.07585946901379301,FABP3/MFSD2A/ALOX5/DGAT2/SOX9/PLIN5/APOD/PDK4/NR4A3,9
GO:0090100,positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,8/565,72/10364,0.04143747340901325,0.11540477288197296,0.07599095553203217,CCN1/CDKN1C/THBS1/LRG1/GDF15/INHBB/SULF1/GPC3,8
GO:0002791,regulation of peptide secretion,11/565,112/10364,0.041496577757378965,0.11549081532203229,0.07604761217692764,S100A8/ALOX5/ADRA2A/SYT7/CCL5/INHBB/CD38/HLA-DRB1/GPER1/SFRP1/CCN3,11
GO:0021549,cerebellum development,7/565,60/10364,0.04367835843351404,0.12131560341031647,0.07988307930317036,FCGR2B/MDK/CNTN1/CKB/SERPINE2/PTN/CD3E,7
GO:0021761,limbic system development,7/565,60/10364,0.04367835843351404,0.12131560341031647,0.07988307930317036,MFSD2A/ATP1A2/MDK/ALDH1A3/SEMA6B/ANXA3/RELN,7
GO:0046660,female sex differentiation,7/565,60/10364,0.04367835843351404,0.12131560341031647,0.07988307930317036,ICAM1/INHBB/ADAMTS1/SLIT2/SLIT3/VEGFA/SFRP1,7
GO:0034446,substrate adhesion-dependent cell spreading,9/565,86/10364,0.04404278759997465,0.12172766717504865,0.08015441226835154,GBP1/LAMB3/ITGA8/MDK/POSTN/ITGB3/FN1/FBLN1/LAMC3,9
GO:0051224,negative regulation of protein transport,9/565,86/10364,0.04404278759997465,0.12172766717504865,0.08015441226835154,ADRA2A/APOE/INHBB/APOD/CD36/SFRP1/ANGPT1/CCN3/DERL3,9
GO:0048863,stem cell differentiation,12/565,127/10364,0.044067091142955324,0.12172766717504865,0.08015441226835154,ACE/SOX9/SEMA6B/FRZB/FN1/SOX18/LIF/SEMA3G/EDN1/SEMA3C/PTN/SFRP1,12
GO:0010559,regulation of glycoprotein biosynthetic process,5/565,36/10364,0.044094316175035946,0.12172766717504865,0.08015441226835154,IGF1/RAMP1/HBEGF/IL33/CCL21,5
GO:0014015,positive regulation of gliogenesis,5/565,36/10364,0.044094316175035946,0.12172766717504865,0.08015441226835154,EGR2/MDK/SERPINE2/LIF/PTN,5
GO:0032720,negative regulation of tumor necrosis factor production,5/565,36/10364,0.044094316175035946,0.12172766717504865,0.08015441226835154,IGF1/CX3CL1/ACP5/BCL3/GPNMB,5
GO:0045773,positive regulation of axon extension,5/565,36/10364,0.044094316175035946,0.12172766717504865,0.08015441226835154,CXCL12/NTN1/FN1/MAP1B/VEGFA,5
GO:0061333,renal tubule morphogenesis,5/565,36/10364,0.044094316175035946,0.12172766717504865,0.08015441226835154,AGT/COL4A1/SOX9/VEGFA/GPC3,5
GO:2000378,negative regulation of reactive oxygen species metabolic process,5/565,36/10364,0.044094316175035946,0.12172766717504865,0.08015441226835154,H19/CRYAB/PLIN5/ACP5/HK2,5
GO:0008645,hexose transmembrane transport,8/565,73/10364,0.04441812088019617,0.12179232470341361,0.08019698752100438,SLC2A3/IGF1/C3/HK2/KLF15/EDN1/NR4A3/GPC3,8
GO:0010165,response to X-ray,4/565,25/10364,0.04444901990892372,0.12179232470341361,0.08019698752100438,THBD/SFRP2/CDKN1A/SFRP1,4
GO:0021955,central nervous system neuron axonogenesis,4/565,25/10364,0.04444901990892372,0.12179232470341361,0.08019698752100438,DCLK1/NR4A2/SLIT2/PLXNA4,4
GO:0032373,positive regulation of sterol transport,4/565,25/10364,0.04444901990892372,0.12179232470341361,0.08019698752100438,CES1/ABCA8/APOE/ABCA1,4
GO:0032376,positive regulation of cholesterol transport,4/565,25/10364,0.04444901990892372,0.12179232470341361,0.08019698752100438,CES1/ABCA8/APOE/ABCA1,4
GO:0032735,positive regulation of interleukin-12 production,4/565,25/10364,0.04444901990892372,0.12179232470341361,0.08019698752100438,MDK/CLEC7A/HLA-G/CD36,4
GO:0045840,positive regulation of mitotic nuclear division,4/565,25/10364,0.04444901990892372,0.12179232470341361,0.08019698752100438,IGF2/IGF1/PDGFRB/EDN1,4
GO:0050891,multicellular organismal water homeostasis,4/565,25/10364,0.04444901990892372,0.12179232470341361,0.08019698752100438,CYP4F12/CYP26B1/AQP1/AQP3,4
GO:2001239,regulation of extrinsic apoptotic signaling pathway in absence of ligand,4/565,25/10364,0.04444901990892372,0.12179232470341361,0.08019698752100438,IFI6/CX3CL1/HSPA1A/HSPA1B,4
GO:0002407,dendritic cell chemotaxis,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,CCL5/CCR1/CCL21,3
GO:0002920,regulation of humoral immune response,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,FCGR2B/C3/VSIG4,3
GO:0010226,response to lithium ion,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,PTGS2/IGFBP2/ADCY1,3
GO:0032753,positive regulation of interleukin-4 production,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,FCER1G/SLC7A5/CD3E,3
GO:0035357,peroxisome proliferator activated receptor signaling pathway,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,LMO3/PLIN5/PTGIS,3
GO:0035458,cellular response to interferon-beta,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,MNDA/IFITM2/OAS1,3
GO:0042462,eye photoreceptor cell development,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,THY1/VEGFA/NTRK2,3
GO:0044539,long-chain fatty acid import into cell,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,FABP3/THBS1/CD36,3
GO:0048710,regulation of astrocyte differentiation,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,LDLR/SERPINE2/LIF,3
GO:0055093,response to hyperoxia,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,COL1A1/PDGFRB/CDKN1A,3
GO:0055119,relaxation of cardiac muscle,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,ATP1A2/RGS2/PLN,3
GO:0070233,negative regulation of T cell apoptotic process,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,CCL5/IL7R/TSC22D3,3
GO:0071305,cellular response to vitamin D,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,PTN/SFRP1/TNC,3
GO:0072010,glomerular epithelium development,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,KLF15/BASP1/CD24,3
GO:0090083,regulation of inclusion body assembly,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,HSPA1A/HSPA1B/CLU,3
GO:0140354,lipid import into cell,3/565,15/10364,0.04491559475973495,0.12179232470341361,0.08019698752100438,FABP3/THBS1/CD36,3
GO:0050848,regulation of calcium-mediated signaling,6/565,48/10364,0.044920960015181866,0.12179232470341361,0.08019698752100438,GBP1/CLEC7A/IGF1/CMKLR1/CD22/CD3E,6
GO:0051279,regulation of release of sequestered calcium ion into cytosol,6/565,48/10364,0.044920960015181866,0.12179232470341361,0.08019698752100438,ATP1A2/APLNR/THY1/CX3CL1/PLN/GPER1,6
GO:0010950,positive regulation of endopeptidase activity,12/565,128/10364,0.04633430338115674,0.12554112378719767,0.08266547142648117,CCN1/F3/S100A9/S100A8/CLEC7A/P2RX1/NGFR/TNFSF10/SFRP2/CCN2/GPER1/NLRP2,12
GO:0032635,interleukin-6 production,9/565,87/10364,0.04686404492408366,0.12672483482113506,0.08344491347464247,CLEC7A/CX3CL1/KLF2/TYROBP/LILRB2/SPON2/CD36/LPL/IL33,9
GO:0032675,regulation of interleukin-6 production,9/565,87/10364,0.04686404492408366,0.12672483482113506,0.08344491347464247,CLEC7A/CX3CL1/KLF2/TYROBP/LILRB2/SPON2/CD36/LPL/IL33,9
GO:0051048,negative regulation of secretion,9/565,87/10364,0.04686404492408366,0.12672483482113506,0.08344491347464247,FCGR2B/ADRA2A/APOE/INHBB/LIF/HMOX1/EDN1/SFRP1/CCN3,9
GO:0048609,multicellular organismal reproductive process,31/565,416/10364,0.04705828100636728,0.12716607421786644,0.08373545781296274,PTGS2/RGS2/MDK/BIRC3/ZBTB16/IGF1/TMEM119/TPPP3/P2RX1/ACE/SOX9/JUNB/CYP26B1/INHBB/SERPINE2/ADAMTS1/SPATC1L/GGT5/LIF/BCL6/SLIT2/SPP1/HPGD/EGR1/SLIT3/STC2/ADAMTS2/EDN1/PTN/ADAM28/TOP2A,31
GO:0120162,positive regulation of cold-induced thermogenesis,7/565,61/10364,0.0471266080514412,0.12726671066134584,0.0838017242186786,G0S2/SCD/CMKLR1/VEGFA/CD36/GADD45G/LCN2,7
GO:0051091,positive regulation of DNA-binding transcription factor activity,16/565,186/10364,0.04721715655993035,0.12742718454604804,0.08390739197861544,S100A9/S100A8/AGT/CLEC7A/CX3CL1/ICAM1/LTF/ANXA3/EDN1/HSPA1A/HSPA1B/VEGFA/ADCY1/CD36/RELN/CLU,16
GO:0015749,monosaccharide transmembrane transport,8/565,74/10364,0.047536459707250206,0.1282043913316748,0.08441916185442604,SLC2A3/IGF1/C3/HK2/KLF15/EDN1/NR4A3/GPC3,8
GO:0030522,intracellular receptor signaling pathway,17/565,201/10364,0.04768094425928328,0.12850940473831846,0.08462000502271194,AKR1C3/BIRC3/LMO3/NR4A1/OAS3/PLIN5/KLF2/CYP26B1/NR4A2/PTGIS/HSPA1A/HSPA1B/GPER1/SFRP1/NR4A3/RORC/PADI2,17
GO:1901215,negative regulation of neuron death,13/565,143/10364,0.04821871035425107,0.12987328959888414,0.0855180867155381,NES/MDK/CX3CL1/CCL2/APOE/C5AR1/NR4A2/HMOX1/GPNMB/ANGPT1/CNTFR/NTRK2/NR4A3,13
GO:0010976,positive regulation of neuron projection development,11/565,115/10364,0.048725229727985674,0.13085489118832702,0.08616444510151068,NEGR1/S100A9/RGS2/AGT/MDK/CNTN1/CX3CL1/APOE/RELN/PTN/NTRK2,11
GO:0051092,positive regulation of NF-kappaB transcription factor activity,11/565,115/10364,0.048725229727985674,0.13085489118832702,0.08616444510151068,S100A9/S100A8/AGT/CLEC7A/CX3CL1/ICAM1/LTF/HSPA1A/HSPA1B/CD36/CLU,11
GO:0032371,regulation of sterol transport,5/565,37/10364,0.048792436010200065,0.13085489118832702,0.08616444510151068,CES1/ABCA8/APOE/APOC1/ABCA1,5
GO:0032374,regulation of cholesterol transport,5/565,37/10364,0.048792436010200065,0.13085489118832702,0.08616444510151068,CES1/ABCA8/APOE/APOC1/ABCA1,5
GO:0048332,mesoderm morphogenesis,5/565,37/10364,0.048792436010200065,0.13085489118832702,0.08616444510151068,ITGA8/ITGB3/ITGB4/SFRP2/KLF4,5
GO:1902475,L-alpha-amino acid transmembrane transport,5/565,37/10364,0.048792436010200065,0.13085489118832702,0.08616444510151068,ATP1A2/RGS2/AGT/SLC7A5/SLC1A3,5
GO:0002381,immunoglobulin production involved in immunoglobulin-mediated immune response,6/565,49/10364,0.04893474313857564,0.13085489118832702,0.08616444510151068,BCL6/HLA-DRB5/HLA-DRB1/HLA-DQA1/HLA-DQB1/HLA-DQA1,6
GO:0014032,neural crest cell development,6/565,49/10364,0.04893474313857564,0.13085489118832702,0.08616444510151068,SOX9/SEMA6B/FN1/SEMA3G/EDN1/SEMA3C,6
GO:0045913,positive regulation of carbohydrate metabolic process,6/565,49/10364,0.04893474313857564,0.13085489118832702,0.08616444510151068,IGF2/DGAT2/NNMT/IGF1/GPER1/MLXIPL,6
GO:0046425,regulation of receptor signaling pathway via JAK-STAT,6/565,49/10364,0.04893474313857564,0.13085489118832702,0.08616444510151068,AGT/CCL5/SOCS3/BCL3/CYP1B1/LIF,6
GO:1904063,negative regulation of cation transmembrane transport,6/565,49/10364,0.04893474313857564,0.13085489118832702,0.08616444510151068,ATP1A2/RGS2/ADRA2A/RRAD/PLN/GEM,6
GO:1903825,organic acid transmembrane transport,9/565,88/10364,0.04980290864329803,0.13300267970362828,0.087578706379295,ATP1A2/RGS2/AGT/FOLR2/THBS1/SLC7A5/SLC16A3/SLC1A3/CD36,9
GO:1905039,carboxylic acid transmembrane transport,9/565,88/10364,0.04980290864329803,0.13300267970362828,0.087578706379295,ATP1A2/RGS2/AGT/FOLR2/THBS1/SLC7A5/SLC16A3/SLC1A3/CD36,9
GO:0001658,branching involved in ureteric bud morphogenesis,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,AGT/SOX9/VEGFA/GPC3,4
GO:0001912,positive regulation of leukocyte mediated cytotoxicity,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,TYROBP/HLA-G/HLA-DRB1/AZGP1,4
GO:0010659,cardiac muscle cell apoptotic process,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,AGT/MDK/HSPB6/SFRP2,4
GO:0042304,regulation of fatty acid biosynthetic process,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,PTGS2/APOC1/MLXIPL/PDK4,4
GO:0045103,intermediate filament-based process,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,NES/PPL/DES/EPPK1,4
GO:0045104,intermediate filament cytoskeleton organization,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,NES/PPL/DES/EPPK1,4
GO:0070741,response to interleukin-6,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,CHI3L1/ICAM1/PTGIS/LCN2,4
GO:0097009,energy homeostasis,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,MFSD2A/MLXIPL/CD36/NR4A3,4
GO:1900181,negative regulation of protein localization to nucleus,4/565,26/10364,0.05035063390889209,0.13368060650000274,0.0880251030382092,DCLK1/APOD/CD36/ANGPT1,4
GO:0002275,myeloid cell activation involved in immune response,7/565,62/10364,0.05074390353312554,0.134550220896772,0.08859772085378682,FCER1G/TYROBP/DYSF/HMOX1/ANXA3/NR4A3/PTGDS,7
GO:1902807,negative regulation of cell cycle G1/S phase transition,7/565,62/10364,0.05074390353312554,0.134550220896772,0.08859772085378682,MUC1/CCL2/SUSD2/FAM107A/CDKN1A/GPNMB/KLF4,7
