"","alpha.symbol","Fishers.exact.test.P.value","MKT.table.Polymorphism1","MKT.table.Polymorphism2","MKT.table.Divergence1","MKT.table.Divergence2","Divergence.metrics.Ka","Divergence.metrics.Ks","Divergence.metrics.omega","Divergence.metrics.omegaA","Divergence.metrics.omegaD","gene"
"ENSG00000127311.9_3","-0.8","0.692165836586351","5","6","9","6","0.00282352941176471","0.0205479452054795","0.137411764705882","-0.109929411764706","0.247341176470588","ENSG00000127311.9_3"
"ENSG00000127325.18_3","-11.5","0.102564102564103","1","5","5","2","0.00152905198776758","0.0166666666666667","0.0917431192660551","-1.05504587155963","1.14678899082569","ENSG00000127325.18_3"
"ENSG00000127329.15_4","-0.0434782608695652","1","7","14","12","23","0.00532777391707204","0.0119047619047619","0.447533009034051","-0.019457956914524","0.466990965948575","ENSG00000127329.15_4"
"ENSG00000127337.6_3","1","1","1","0","0","1","0.0021978021978022","0","Inf","Inf","NaN","ENSG00000127337.6_3"
"ENSG00000127720.7_3","-4.83333333333333","0.153434800493624","2","5","7","3","0.00254885301614274","0.028","0.0910304648622406","-0.439980580167496","0.531011045029737","ENSG00000127720.7_3"
"ENSG00000129315.10_3","0","1","2","1","4","2","0.00140845070422535","0.0116618075801749","0.120774647887324","0","0.120774647887324","ENSG00000129315.10_3"
"ENSG00000130035.6_3","-0.923076923076923","1","1","5","5","13","0.0106644790812141","0.0181159420289855","0.588679245283019","-0.543396226415094","1.13207547169811","ENSG00000130035.6_3"
"ENSG00000130037.4_3","-5","0.277389277389277","2","4","6","2","0.00173611111111111","0.0177514792899408","0.0978009259259259","-0.48900462962963","0.586805555555555","ENSG00000130037.4_3"
"ENSG00000130038.9_3","-2.75","0.334841628959276","2","6","5","4","0.00289017341040462","0.0160771704180064","0.179768786127168","-0.494364161849711","0.674132947976879","ENSG00000130038.9_3"
"ENSG00000130783.13_4","-0.6","1","1","2","4","5","0.00371195248700817","0.0163265306122449","0.22735708982925","-0.13641425389755","0.3637713437268","ENSG00000130783.13_4"
"ENSG00000130787.13_3","-0.764705882352941","0.685467512922855","2","6","10","17","0.00857286938981341","0.0190114068441065","0.450932929904186","-0.344831064044377","0.795763993948563","ENSG00000130787.13_3"
"ENSG00000133640.18_3","-3.33333333333333","0.3636311588039","1","13","5","15","0.0044404973357016","0.00914076782449726","0.485790408525755","-1.61930136175252","2.10509177027827","ENSG00000133640.18_3"
"ENSG00000133687.15_4","-1.5","0.592074592074592","2","3","5","3","0.00166204986149584","0.0112107623318386","0.148254847645429","-0.222382271468144","0.370637119113573","ENSG00000133687.15_4"
"ENSG00000133704.9_3","-5","0.523809523809524","1","3","4","2","0.00099502487562189","0.0100755667506297","0.0987562189054726","-0.493781094527363","0.592537313432836","ENSG00000133704.9_3"
"ENSG00000133858.15_3","0.375","1","4","2","5","4","0.00103788271925272","0.006265664160401","0.165646081992735","0.0621172807472756","0.103528801245459","ENSG00000133858.15_3"
"ENSG00000134533.6_3","1","1","1","0","1","1","0.00259067357512953","0.0113636363636364","0.227979274611399","0.227979274611399","0","ENSG00000134533.6_3"
"ENSG00000134538.2_3","-1.4","0.616131237183869","1","8","3","10","0.0072992700729927","0.0103448275862069","0.705596107055961","-0.987834549878346","1.69343065693431","ENSG00000134538.2_3"
"ENSG00000134545.13_3","1","0.428571428571429","1","0","2","4","0.00873362445414847","0.021978021978022","0.397379912663755","0.397379912663755","0","ENSG00000134545.13_3"
"ENSG00000135100.17_3","-1.25","1","2","3","3","2","0.00154679040989946","0.00831024930747922","0.186130445991235","-0.232663057489044","0.418793503480278","ENSG00000135100.17_3"
"ENSG00000135111.15_4","-9.5","0.216783216783217","1","3","7","2","0.00138792505204719","0.0171149144254279","0.0810944780410429","-0.770397541389908","0.851492019430951","ENSG00000135111.15_4"
"ENSG00000135114.12_3","1","0.10989010989011","2","3","0","9","0.00885826771653543","0","Inf","Inf","NaN","ENSG00000135114.12_3"
"ENSG00000135119.14_3","-0.333333333333333","1","3","1","4","1","0.00120192307692308","0.0176211453744493","0.0682091346153846","-0.0227363782051282","0.0909455128205128","ENSG00000135119.14_3"
"ENSG00000135124.14_3","-0.666666666666667","1","3","2","5","2","0.00254129606099111","0.0265957446808511","0.0955527318932656","-0.063701821262177","0.159254553155443","ENSG00000135124.14_3"
"ENSG00000135144.7_3","1","0.2","4","0","3","3","0.00254452926208651","0.00815217391304348","0.312128922815946","0.312128922815946","0","ENSG00000135144.7_3"
"ENSG00000135148.11_4","0.875","0.345454545454545","1","1","1","8","0.00707338638373121","0.00408163265306122","1.73297966401415","1.51635720601238","0.216622458001768","ENSG00000135148.11_4"
"ENSG00000135392.15_3","1","1","1","0","3","2","0.00147492625368732","0.0087719298245614","0.168141592920354","0.168141592920354","0","ENSG00000135392.15_3"
"ENSG00000135409.10_4","1","1","2","0","2","1","0.00089126559714795","0.00689655172413793","0.129233511586453","0.129233511586453","0","ENSG00000135409.10_4"
"ENSG00000135424.15_3","-1.33333333333333","0.649916646820672","5","5","7","3","0.00134468848050202","0.0110410094637224","0.121790356662611","-0.162387142216815","0.284177498879426","ENSG00000135424.15_3"
"ENSG00000135426.15_4","-9","0.226190476190476","1","5","2","1","0.000988142292490119","0.00896860986547085","0.110177865612648","-0.991600790513834","1.10177865612648","ENSG00000135426.15_4"
"ENSG00000135437.9_3","1","0.25","1","0","0","3","0.00505902192242833","0","Inf","Inf","NaN","ENSG00000135437.9_3"
"ENSG00000135439.11_4","0","1","2","1","6","3","0.00133928571428571","0.00815217391304348","0.164285714285714","0","0.164285714285714","ENSG00000135439.11_4"
"ENSG00000135443.8_3","-9","0.226190476190476","1","2","5","1","0.00104931794333683","0.0202429149797571","0.0518363064008395","-0.466526757607555","0.518363064008395","ENSG00000135443.8_3"
"ENSG00000135451.12_4","-0.6","1","1","4","2","5","0.00303214069132808","0.00390625","0.776228016979988","-0.465736810187993","1.24196482716798","ENSG00000135451.12_4"
"ENSG00000135473.14_3","0","1","1","2","10","20","0.00874125874125874","0.0176678445229682","0.494755244755245","0","0.494755244755245","ENSG00000135473.14_3"
"ENSG00000135476.11_3","-0.641025641025641","0.726444962640626","3","8","16","26","0.00664791613398108","0.014022787028922","0.474079519304526","-0.303897127759311","0.777976647063837","ENSG00000135476.11_3"
"ENSG00000135480.15_3","0.491525423728814","0.445212137571281","4","4","30","59","0.0676605504587156","0.125","0.541284403669725","0.26605504587156","0.275229357798165","ENSG00000135480.15_3"
"ENSG00000135502.17_3","0.526315789473684","0.510702341137124","1","3","3","19","0.0181470869149952","0.00884955752212389","2.05062082139446","1.0792741165234","0.97134670487106","ENSG00000135502.17_3"
"ENSG00000135519.6_3","-0.111111111111111","1","3","2","5","3","0.00149253731343284","0.00770416024653313","0.193731343283582","-0.0215257048092869","0.215257048092869","ENSG00000135519.6_3"
"ENSG00000135655.15_3","1","1","3","0","6","1","0.000516528925619835","0.0169014084507042","0.0305612947658402","0.0305612947658402","0","ENSG00000135655.15_3"
"ENSG00000135678.11_3","0.75","0.523809523809524","2","1","2","4","0.00460829493087558","0.0111111111111111","0.414746543778802","0.311059907834101","0.1036866359447","ENSG00000135678.11_3"
"ENSG00000136010.13_3","0.25","1","4","1","6","2","0.00110497237569061","0.014018691588785","0.0788213627992634","0.0197053406998158","0.0591160220994475","ENSG00000136010.13_3"
"ENSG00000136011.14_3","-1","0.358557412598362","6","13","12","13","0.00262732417138238","0.010507880910683","0.250033683643223","-0.250033683643223","0.500067367286446","ENSG00000136011.14_3"
"ENSG00000136014.11_3","1","0.384615384615385","1","4","0","8","0.00567375886524823","0","Inf","Inf","NaN","ENSG00000136014.11_3"
"ENSG00000136026.13_3","-3","0.564879564879565","1","4","4","4","0.00351493848857645","0.0133333333333333","0.263620386643234","-0.790861159929701","1.05448154657293","ENSG00000136026.13_3"
"ENSG00000136040.8_3","-3.26666666666667","0.12280060765725","5","8","8","3","0.00099403578528827","0.0113960113960114","0.0872266401590457","-0.284940357852883","0.372166998011928","ENSG00000136040.8_3"
"ENSG00000136044.11_3","-7","0.464285714285714","1","2","4","1","0.000769230769230769","0.0140845070422535","0.0546153846153846","-0.382307692307692","0.436923076923077","ENSG00000136044.11_3"
"ENSG00000136051.13_3","-6","0.135664335664336","2","7","4","2","0.000878734622144112","0.00936768149882904","0.093804920913884","-0.562829525483304","0.656634446397188","ENSG00000136051.13_3"
"ENSG00000136052.9_3","1","1","2","0","4","1","0.000878734622144112","0.0156862745098039","0.0560193321616872","0.0560193321616872","0","ENSG00000136052.9_3"
"ENSG00000139044.10_3","-3","0.130246331942388","3","8","9","6","0.00318302387267905","0.0189873417721519","0.16763925729443","-0.502917771883289","0.670557029177719","ENSG00000139044.10_3"
"ENSG00000139053.2_3","1","0.333333333333333","1","0","0","2","0.0120481927710843","0","Inf","Inf","NaN","ENSG00000139053.2_3"
"ENSG00000139083.10_3","1","1","1","0","1","1","0.00115606936416185","0.00505050505050505","0.228901734104046","0.228901734104046","0","ENSG00000139083.10_3"
"ENSG00000139116.18_3","-2.63636363636364","0.364426877470356","1","5","8","11","0.0033711308611707","0.0115273775216138","0.292445602206558","-0.770992951271836","1.06343855347839","ENSG00000139116.18_3"
"ENSG00000139117.13_3","1","1","1","0","5","1","0.000899280575539568","0.0209205020920502","0.0429856115107914","0.0429856115107914","0","ENSG00000139117.13_3"
"ENSG00000139131.12_3","1","1","2","3","0","2","0.00223214285714286","0","Inf","Inf","NaN","ENSG00000139131.12_3"
"ENSG00000139132.14_3","0.833333333333333","0.485714285714286","2","1","1","3","0.00169779286926995","0.00261096605744125","0.650254668930391","0.541878890775325","0.108375778155065","ENSG00000139132.14_3"
"ENSG00000139163.15_4","0","1","1","1","1","1","0.00115074798619102","0.00469483568075117","0.245109321058688","0","0.245109321058688","ENSG00000139163.15_4"
"ENSG00000139174.11_3","1","1","3","0","5","1","0.000618429189857761","0.0148809523809524","0.0415584415584416","0.0415584415584416","0","ENSG00000139174.11_3"
"ENSG00000139182.13_3","0.666666666666667","0.591331269349845","3","1","8","8","0.00433839479392625","0.0164271047227926","0.26409978308026","0.176066522053507","0.0880332610267534","ENSG00000139182.13_3"
"ENSG00000139187.9_3","1","1","1","0","1","1","0.0025974025974026","0.0120481927710843","0.215584415584416","0.215584415584416","0","ENSG00000139187.9_3"
"ENSG00000139192.11_3","-2.11111111111111","0.239668865257774","3","7","8","6","0.00652173913043478","0.0313725490196078","0.207880434782609","-0.438858695652174","0.646739130434783","ENSG00000139192.11_3"
"ENSG00000139197.10_3","-7","0.464285714285714","1","2","4","1","0.000795544948289578","0.0117994100294985","0.0674224343675418","-0.471957040572792","0.539379474940334","ENSG00000139197.10_3"
"ENSG00000139218.17_4","0.681818181818182","0.357224583197123","4","7","2","11","0.00379048931771192","0.00340136054421769","1.11440385940731","0.759820813232254","0.354583046175052","ENSG00000139218.17_4"
"ENSG00000139219.17_3","-6","0.0987241422024031","10","7","10","1","0.000344708721130645","0.00978473581213307","0.0352292312995519","-0.211375387797311","0.246604619096863","ENSG00000139219.17_3"
"ENSG00000139223.2_3","1","0.25","1","0","0","3","0.012","0","Inf","Inf","NaN","ENSG00000139223.2_3"
"ENSG00000139263.11_3","0.458333333333333","1","4","1","13","6","0.00278551532033426","0.0254901960784314","0.109277908720806","0.0500857081637026","0.0591922005571031","ENSG00000139263.11_3"
"ENSG00000139269.2_3","0","1","1","3","1","3","0.00460122699386503","0.00492610837438424","0.934049079754601","0","0.934049079754601","ENSG00000139269.2_3"
"ENSG00000139287.12_3","1","1","2","0","4","2","0.00211416490486258","0.0188679245283019","0.112050739957717","0.112050739957717","0","ENSG00000139287.12_3"
"ENSG00000139292.12_3","-0.25","1","2","3","5","6","0.00349243306169965","0.0114678899082569","0.30454016298021","-0.0761350407450524","0.380675203725262","ENSG00000139292.12_3"
"ENSG00000139304.8","-0.714285714285714","0.414169797100091","7","22","12","22","0.00485544030015449","0.0117762512266928","0.412307805488119","-0.294505575348656","0.706813380836775","ENSG00000139304.8"
"ENSG00000139324.11_3","-3","1","1","1","4","1","0.000559597090095132","0.0111111111111111","0.0503637381085618","-0.151091214325686","0.201454952434247","ENSG00000139324.11_3"
"ENSG00000139330.5_3","1","1","1","0","1","1","0.00146627565982405","0.00735294117647059","0.19941348973607","0.19941348973607","0","ENSG00000139330.5_3"
"ENSG00000139352.3_3","1","1","1","0","3","4","0.00883002207505519","0.0232558139534884","0.379690949227373","0.379690949227373","0","ENSG00000139352.3_3"
"ENSG00000139354.10_3","-4.83333333333333","0.153434800493624","2","7","5","3","0.00220102714600147","0.0146198830409357","0.1505502567865","-0.727659574468085","0.878209831254586","ENSG00000139354.10_3"
"ENSG00000139364.10_4","0.660869565217391","0.240271544358477","5","3","13","23","0.0109056424845899","0.0263157894736842","0.414414414414414","0.273873873873874","0.140540540540541","ENSG00000139364.10_4"
"ENSG00000139370.11_3","-2","1","1","3","2","2","0.00182481751824818","0.0062111801242236","0.293795620437956","-0.587591240875912","0.881386861313869","ENSG00000139370.11_3"
"ENSG00000139372.14_3","-0.333333333333333","1","1","2","2","3","0.003690036900369","0.0120481927710843","0.306273062730627","-0.102091020910209","0.408364083640836","ENSG00000139372.14_3"
"ENSG00000139405.15_3","0","1","1","2","2","4","0.00711743772241993","0.0106951871657754","0.665480427046263","0","0.665480427046263","ENSG00000139405.15_3"
"ENSG00000139428.11_3","-8.33333333333333","0.118881118881119","1","4","7","3","0.00628930817610063","0.0546875","0.115004492362983","-0.958370769691525","1.07337526205451","ENSG00000139428.11_3"
"ENSG00000139436.20_3","-0.333333333333333","1","3","3","4","3","0.00203252032520325","0.0117994100294985","0.172256097560976","-0.0574186991869919","0.229674796747967","ENSG00000139436.20_3"
"ENSG00000139437.17_3","0.25","1","2","2","3","4","0.00427350427350427","0.0174418604651163","0.245014245014245","0.0612535612535613","0.183760683760684","ENSG00000139437.17_3"
"ENSG00000139438.5_3","-0.5","1","2","2","6","4","0.00466744457409568","0.0214285714285714","0.217814080124465","-0.108907040062233","0.326721120186698","ENSG00000139438.5_3"
"ENSG00000139445.17_3","-14","0.102564102564103","1","6","5","2","0.00200601805416249","0.0173010380622837","0.115947843530592","-1.62326980942828","1.73921765295888","ENSG00000139445.17_3"
"ENSG00000139531.12_3","-5","0.485714285714286","1","2","3","1","0.00093984962406015","0.0103092783505155","0.0911654135338346","-0.455827067669173","0.546992481203007","ENSG00000139531.12_3"
"ENSG00000139537.10_3","0","1","1","7","1","7","0.00740740740740741","0.00595238095238095","1.24444444444444","0","1.24444444444444","ENSG00000139537.10_3"
"ENSG00000139540.11_3","-1.5","0.575757575757576","2","5","2","2","0.0020703933747412","0.00549450549450549","0.376811594202899","-0.565217391304348","0.942028985507246","ENSG00000139540.11_3"
"ENSG00000139549.2_3","0.8","0.5","2","1","2","5","0.00689655172413793","0.0078740157480315","0.875862068965517","0.700689655172414","0.175172413793103","ENSG00000139549.2_3"
"ENSG00000139620.12_3","-4.33333333333333","0.292929292929293","1","4","4","3","0.0023094688221709","0.0126984126984127","0.181870669745958","-0.78810623556582","0.969976905311778","ENSG00000139620.12_3"
"ENSG00000139625.12_3","-5","0.485714285714286","1","2","3","1","0.000592768227622999","0.00597609561752988","0.0991898834222486","-0.495949417111243","0.595139300533491","ENSG00000139625.12_3"
"ENSG00000139626.15_3","-9","0.226190476190476","1","2","5","1","0.000669792364367046","0.0122549019607843","0.054655056932351","-0.491895512391159","0.54655056932351","ENSG00000139626.15_3"
"ENSG00000139629.15_3","0.75","0.523809523809524","4","1","2","2","0.00168350168350168","0.00699300699300699","0.240740740740741","0.180555555555556","0.0601851851851852","ENSG00000139629.15_3"
"ENSG00000139631.18_3","-0.333333333333333","1","1","2","2","3","0.00290697674418605","0.00833333333333333","0.348837209302326","-0.116279069767442","0.465116279069767","ENSG00000139631.18_3"
"ENSG00000139636.15_3","0.5","1","1","1","1","2","0.00223214285714286","0.003584229390681","0.622767857142857","0.311383928571429","0.311383928571429","ENSG00000139636.15_3"
"ENSG00000139637.13_3","-1.25","1","1","3","3","4","0.00565770862800566","0.0151515151515152","0.373408769448373","-0.466760961810467","0.84016973125884","ENSG00000139637.13_3"
"ENSG00000139641.12_3","0.4","0.66992140985949","5","3","6","6","0.00286944045911047","0.0101867572156197","0.281683405069345","0.112673362027738","0.169010043041607","ENSG00000139641.12_3"
"ENSG00000139644.12_4","1","1","1","0","2","2","0.0034965034965035","0.0140845070422535","0.248251748251748","0.248251748251748","0","ENSG00000139644.12_4"
"ENSG00000139645.9_3","-0.333333333333333","1","3","1","4","1","0.000497017892644135","0.00683760683760684","0.0726888667992048","-0.0242296222664016","0.0969184890656064","ENSG00000139645.9_3"
"ENSG00000139648.6_3","-6.875","0.0804953560371518","2","9","7","4","0.0040650406504065","0.0291666666666667","0.139372822299652","-0.958188153310105","1.09756097560976","ENSG00000139648.6_3"
"ENSG00000139697.13_1","-20","0.0666666666666667","1","3","7","1","0.00036563071297989","0.0116279069767442","0.0314442413162706","-0.628884826325411","0.660329067641682","ENSG00000139697.13_1"
"ENSG00000139718.10_3","-0.916666666666667","0.653585474018911","4","3","23","9","0.00239043824701195","0.0203720106288751","0.117339338298978","-0.107561060107396","0.224900398406374","ENSG00000139718.10_3"
"ENSG00000139767.9_4","-0.333333333333333","1","2","4","2","3","0.00261096605744125","0.00638977635782748","0.408616187989556","-0.136205395996519","0.544821583986075","ENSG00000139767.9_4"
"ENSG00000150048.10_4","1","1","1","1","0","2","0.0036563071297989","0","Inf","Inf","NaN","ENSG00000150048.10_4"
"ENSG00000150977.10_3","1","0.333333333333333","2","0","0","1","0.00252525252525253","0","Inf","Inf","NaN","ENSG00000150977.10_3"
"ENSG00000150990.7_3","-1.81481481481481","0.183586513885762","6","8","19","9","0.00411710887465691","0.0311475409836066","0.132180863870564","-0.23988378998732","0.372064653857883","ENSG00000150990.7_3"
"ENSG00000150991.14_3","1","1","1","0","6","2","0.00154440154440154","0.0197368421052632","0.0782496782496783","0.0782496782496783","0","ENSG00000150991.14_3"
"ENSG00000151062.14_4","0.0666666666666665","1","5","4","14","12","0.00541027953110911","0.0255941499085923","0.211387350251192","0.0140924900167461","0.197294860234445","ENSG00000151062.14_4"
"ENSG00000151065.13_3","-1.4","1","1","6","2","5","0.00419111483654652","0.00664451827242525","0.630762782900251","-0.883067896060352","1.5138306789606","ENSG00000151065.13_3"
"ENSG00000151067.21_3","0.25","1","4","2","18","12","0.0028436018957346","0.017175572519084","0.165560821484992","0.041390205371248","0.124170616113744","ENSG00000151067.21_3"
"ENSG00000151079.7_4","1","1","2","0","9","2","0.00200400801603206","0.0321428571428571","0.0623469160543309","0.0623469160543309","0","ENSG00000151079.7_4"
"ENSG00000151136.14_4","-21","0.0217086834733893","2","4","11","1","0.000477783086478739","0.0192982456140351","0.0247578508448074","-0.519914867740955","0.544672718585762","ENSG00000151136.14_4"
"ENSG00000151148.13_3","-0.714285714285714","1","1","4","3","7","0.00349475786320519","0.00618556701030928","0.564985854551506","-0.403561324679647","0.968547179231153","ENSG00000151148.13_3"
"ENSG00000151176.7_3","0.333333333333333","1","1","2","2","6","0.00533807829181495","0.00638977635782748","0.835409252669039","0.27846975088968","0.556939501779359","ENSG00000151176.7_3"
"ENSG00000151229.12_3","0.333333333333333","1","1","1","2","3","0.00240963855421687","0.00581395348837209","0.414457831325301","0.138152610441767","0.276305220883534","ENSG00000151229.12_3"
"ENSG00000151233.10_3","1","1","1","0","3","1","0.00115874855156431","0.0163934426229508","0.0706836616454229","0.0706836616454229","0","ENSG00000151233.10_3"
"ENSG00000151490.13_4","-0.75","0.657696276891323","4","4","7","4","0.00166251039068994","0.0133587786259542","0.124450777817361","-0.093338083363021","0.217788861180382","ENSG00000151490.13_4"
"ENSG00000151572.16_3","-2","1","2","3","2","1","0.000534188034188034","0.00549450549450549","0.0972222222222222","-0.194444444444444","0.291666666666667","ENSG00000151572.16_3"
"ENSG00000151746.13_3","1","1","6","0","5","1","0.000531914893617021","0.0126582278481013","0.0420212765957447","0.0420212765957447","0","ENSG00000151746.13_3"
"ENSG00000151948.11_3","0.6","1","1","1","2","5","0.00726744186046512","0.0122699386503067","0.592296511627907","0.355377906976744","0.236918604651163","ENSG00000151948.11_3"
"ENSG00000151952.15_3","0","1","4","7","8","14","0.0065359477124183","0.0161616161616162","0.404411764705882","0","0.404411764705882","ENSG00000151952.15_3"
"ENSG00000152936.10_3","0.181818181818182","1","1","3","3","11","0.013530135301353","0.0166666666666667","0.811808118081181","0.14760147601476","0.664206642066421","ENSG00000152936.10_3"
"ENSG00000153233.12_3","0.7","0.545454545454545","2","3","1","5","0.00391849529780564","0.00354609929078014","1.10501567398119","0.773510971786834","0.331504702194357","ENSG00000153233.12_3"
"ENSG00000155957.17_3","1","0.0833333333333333","2","1","0","6","0.0104347826086957","0","Inf","Inf","NaN","ENSG00000155957.17_3"
"ENSG00000155980.11_3","-0.5","1","1","1","3","2","0.00103039670273055","0.00675675675675676","0.152498712004122","-0.0762493560020608","0.228748068006182","ENSG00000155980.11_3"
"ENSG00000156076.9_3","1","1","1","0","2","2","0.0027027027027027","0.0116279069767442","0.232432432432432","0.232432432432432","0","ENSG00000156076.9_3"
"ENSG00000158113.12_4","-5.85714285714286","0.164860681114551","1","6","8","7","0.00568643379366369","0.0232558139534884","0.244516653127539","-1.43216896831844","1.67668562144598","ENSG00000158113.12_4"
"ENSG00000161642.17_3","-3","0.523809523809524","1","2","4","2","0.00277008310249307","0.0164609053497942","0.168282548476454","-0.504847645429363","0.673130193905817","ENSG00000161642.17_3"
"ENSG00000161791.13_3","-2","1","1","1","3","1","0.000518941359626362","0.00625","0.0830306175402179","-0.166061235080436","0.249091852620654","ENSG00000161791.13_3"
"ENSG00000161798.6_3","1","1","1","0","6","1","0.00200803212851406","0.0368098159509202","0.0545515394912985","0.0545515394912985","0","ENSG00000161798.6_3"
"ENSG00000161849.3_3","0.142857142857143","1","6","9","4","7","0.00616740088105727","0.0130718954248366","0.471806167400881","0.0674008810572687","0.404405286343612","ENSG00000161849.3_3"
"ENSG00000165891.15_3","-1","0.649916646820672","5","6","5","3","0.00169491525423729","0.0111856823266219","0.151525423728814","-0.151525423728814","0.303050847457627","ENSG00000165891.15_3"
"ENSG00000165899.10_3","-0.68","0.513633088562187","5","18","7","15","0.00323624595469256","0.00802752293577982","0.403143781784558","-0.2741377716135","0.677281553398058","ENSG00000165899.10_3"
"ENSG00000165935.9_3","0.625","0.376518218623482","4","4","3","8","0.0120845921450151","0.0230769230769231","0.523665659617321","0.327291037260826","0.196374622356495","ENSG00000165935.9_3"
"ENSG00000165966.14_3","-4","0.314685314685315","2","5","6","3","0.00150451354062187","0.0139211136890951","0.108074222668004","-0.432296890672016","0.54037111334002","ENSG00000165966.14_3"
"ENSG00000165972.12_4","-0.363636363636364","1","1","5","3","11","0.00986547085201794","0.0157894736842105","0.624813153961136","-0.227204783258595","0.852017937219731","ENSG00000165972.12_4"
"ENSG00000166046.10_3","-11","0.206349206349206","1","4","3","1","0.00099403578528827","0.0138248847926267","0.0719019218025182","-0.7909211398277","0.862823061630218","ENSG00000166046.10_3"
"ENSG00000166153.16_3","0.75","0.454545454545455","1","1","2","8","0.0141342756183746","0.0178571428571429","0.791519434628975","0.593639575971731","0.197879858657244","ENSG00000166153.16_3"
"ENSG00000166159.10_3","-1.33333333333333","1","1","1","7","3","0.00434782608695652","0.0355329949238579","0.122360248447205","-0.163146997929607","0.285507246376812","ENSG00000166159.10_3"
"ENSG00000166225.8_3","1","1","1","0","2","2","0.00202634245187437","0.00873362445414847","0.232016210739615","0.232016210739615","0","ENSG00000166225.8_3"
"ENSG00000166268.10_3","0","1","3","6","4","8","0.00445682451253482","0.0104166666666667","0.427855153203343","0","0.427855153203343","ENSG00000166268.10_3"
"ENSG00000166535.19_3","0.466666666666667","0.358329216109405","9","9","8","15","0.00531161473087819","0.0114122681883024","0.465430240793201","0.217200779036827","0.248229461756374","ENSG00000166535.19_3"
"ENSG00000166598.14_3","-0.333333333333333","1","3","2","2","1","0.000635727908455181","0.00643086816720257","0.0988556897647807","-0.0329518965882602","0.131807586353041","ENSG00000166598.14_3"
"ENSG00000166856.2_3","0","1","1","1","4","4","0.00526315789473684","0.0178571428571429","0.294736842105263","0","0.294736842105263","ENSG00000166856.2_3"
"ENSG00000166896.7_3","-1","1","1","2","2","2","0.00420168067226891","0.0204081632653061","0.205882352941176","-0.205882352941176","0.411764705882353","ENSG00000166896.7_3"
"ENSG00000166908.17_3","1","1","1","0","2","2","0.00247831474597274","0.0103626943005181","0.239157372986369","0.239157372986369","0","ENSG00000166908.17_3"
"ENSG00000166987.14_3","-7","0.464285714285714","1","2","4","1","0.00053248136315229","0.00562587904360056","0.0946485623003195","-0.662539936102236","0.757188498402556","ENSG00000166987.14_3"
"ENSG00000167528.12_3","-5","0.485714285714286","1","2","3","1","0.00116959064327485","0.0154639175257732","0.0756335282651072","-0.378167641325536","0.453801169590643","ENSG00000167528.12_3"
"ENSG00000167535.7_3","1","1","1","0","1","2","0.00218579234972678","0.00418410041841004","0.5224043715847","0.5224043715847","0","ENSG00000167535.7_3"
"ENSG00000167548.14_3","-0.145888594164456","0.821402849793376","13","16","27","29","0.00276269410307707","0.00851197982345523","0.324565396109647","-0.0473503893528663","0.371915785462513","ENSG00000167548.14_3"
"ENSG00000167553.15_3","-0.5","1","2","1","3","1","0.000972762645914397","0.0125","0.0778210116731518","-0.0389105058365759","0.116731517509728","ENSG00000167553.15_3"
"ENSG00000167566.16_3","-0.931818181818182","0.458030079832082","4","5","17","11","0.00437201907790143","0.0204326923076923","0.213971757224352","-0.199382773777237","0.41335453100159","ENSG00000167566.16_3"
"ENSG00000167580.7_3","1","1","2","0","3","1","0.00199203187250996","0.0170454545454545","0.116865869853918","0.116865869853918","0","ENSG00000167580.7_3"
"ENSG00000167612.12_3","-2.5","0.328671328671329","2","7","3","3","0.00334075723830735","0.012448132780083","0.26837416481069","-0.670935412026726","0.939309576837417","ENSG00000167612.12_3"
"ENSG00000167767.13_3","-2","1","1","2","3","2","0.00234741784037559","0.014218009478673","0.16510172143975","-0.330203442879499","0.495305164319249","ENSG00000167767.13_3"
"ENSG00000167768.4_3","0.111111111111111","1","3","3","8","9","0.00724054706355591","0.0244648318042813","0.295957361222848","0.0328841512469831","0.263073209975865","ENSG00000167768.4_3"
"ENSG00000167780.11_3","0","1","3","2","6","4","0.00404858299595142","0.0218181818181818","0.185560053981107","0","0.185560053981107","ENSG00000167780.11_3"
"ENSG00000168778.11_3","0.222222222222222","1","3","3","7","9","0.00665188470066519","0.0212765957446809","0.312638580931264","0.0694752402069475","0.243163340724316","ENSG00000168778.11_3"
"ENSG00000169884.13_3","0","1","1","1","3","3","0.00403225806451613","0.0151515151515152","0.266129032258065","0","0.266129032258065","ENSG00000169884.13_3"
"ENSG00000170421.12_3","0","1","3","3","13","13","0.0134020618556701","0.0543933054393305","0.24639175257732","0","0.24639175257732","ENSG00000170421.12_3"
"ENSG00000170423.12_3","-3","0.340579710144927","1","10","4","10","0.010183299389002","0.0161943319838057","0.628818737270876","-1.88645621181263","2.5152749490835","ENSG00000170423.12_3"
"ENSG00000170442.11_3","-0.75","1","2","1","7","2","0.00218340611353712","0.0300429184549356","0.0726762320648783","-0.0545071740486588","0.127183406113537","ENSG00000170442.11_3"
"ENSG00000170454.5_3","-0.142857142857143","1","5","10","4","7","0.00669216061185468","0.0146520146520147","0.456739961759082","-0.0652485659655831","0.521988527724665","ENSG00000170454.5_3"
"ENSG00000170456.15_3","-19","0.0800865800865801","1","5","4","1","0.000396353547364249","0.00728597449908925","0.0543995243757432","-1.03359096313912","1.08799048751486","ENSG00000170456.15_3"
